,Country,Year,Emissions,Label
5468,Lebanon,1779,,CO2 Emissions (Metric Tons)
5469,Lesotho,1779,,CO2 Emissions (Metric Tons)
5470,Liberia,1779,,CO2 Emissions (Metric Tons)
5471,Libya,1779,,CO2 Emissions (Metric Tons)
5472,Liechtenstein,1779,,CO2 Emissions (Metric Tons)
5473,Lithuania,1779,,CO2 Emissions (Metric Tons)
5474,Luxembourg,1779,,CO2 Emissions (Metric Tons)
5475,"Macedonia, FYR",1779,,CO2 Emissions (Metric Tons)
5476,Madagascar,1779,,CO2 Emissions (Metric Tons)
5477,Malawi,1779,,CO2 Emissions (Metric Tons)
5478,Malaysia,1779,,CO2 Emissions (Metric Tons)
5479,Maldives,1779,,CO2 Emissions (Metric Tons)
5480,Mali,1779,,CO2 Emissions (Metric Tons)
5481,Malta,1779,,CO2 Emissions (Metric Tons)
5482,Marshall Islands,1779,,CO2 Emissions (Metric Tons)
5483,Mauritania,1779,,CO2 Emissions (Metric Tons)
5484,Mauritius,1779,,CO2 Emissions (Metric Tons)
5485,Mexico,1779,,CO2 Emissions (Metric Tons)
5486,"Micronesia, Fed. Sts.",1779,,CO2 Emissions (Metric Tons)
5487,Moldova,1779,,CO2 Emissions (Metric Tons)
5488,Mongolia,1779,,CO2 Emissions (Metric Tons)
5489,Montenegro,1779,,CO2 Emissions (Metric Tons)
5490,Morocco,1779,,CO2 Emissions (Metric Tons)
5491,Mozambique,1779,,CO2 Emissions (Metric Tons)
5492,Myanmar,1779,,CO2 Emissions (Metric Tons)
5493,Namibia,1779,,CO2 Emissions (Metric Tons)
5494,Nauru,1779,,CO2 Emissions (Metric Tons)
5495,Nepal,1779,,CO2 Emissions (Metric Tons)
5496,Netherlands,1779,,CO2 Emissions (Metric Tons)
5497,New Zealand,1779,,CO2 Emissions (Metric Tons)
5498,Nicaragua,1779,,CO2 Emissions (Metric Tons)
5499,Niger,1779,,CO2 Emissions (Metric Tons)
5500,Nigeria,1779,,CO2 Emissions (Metric Tons)
5501,North Korea,1779,,CO2 Emissions (Metric Tons)
5502,Norway,1779,,CO2 Emissions (Metric Tons)
5503,Oman,1779,,CO2 Emissions (Metric Tons)
5504,Pakistan,1779,,CO2 Emissions (Metric Tons)
5505,Palau,1779,,CO2 Emissions (Metric Tons)
5506,Palestine,1779,,CO2 Emissions (Metric Tons)
5507,Panama,1779,,CO2 Emissions (Metric Tons)
5508,Papua New Guinea,1779,,CO2 Emissions (Metric Tons)
5509,Paraguay,1779,,CO2 Emissions (Metric Tons)
5510,Peru,1779,,CO2 Emissions (Metric Tons)
5511,Philippines,1779,,CO2 Emissions (Metric Tons)
5512,Poland,1779,,CO2 Emissions (Metric Tons)
5513,Portugal,1779,,CO2 Emissions (Metric Tons)
5514,Qatar,1779,,CO2 Emissions (Metric Tons)
5515,Romania,1779,,CO2 Emissions (Metric Tons)
5516,Russia,1779,,CO2 Emissions (Metric Tons)
5517,Rwanda,1779,,CO2 Emissions (Metric Tons)
5518,Samoa,1779,,CO2 Emissions (Metric Tons)
5519,Sao Tome and Principe,1779,,CO2 Emissions (Metric Tons)
5520,Saudi Arabia,1779,,CO2 Emissions (Metric Tons)
5521,Senegal,1779,,CO2 Emissions (Metric Tons)
5522,Serbia,1779,,CO2 Emissions (Metric Tons)
5523,Seychelles,1779,,CO2 Emissions (Metric Tons)
5524,Sierra Leone,1779,,CO2 Emissions (Metric Tons)
5525,Singapore,1779,,CO2 Emissions (Metric Tons)
5526,Slovak Republic,1779,,CO2 Emissions (Metric Tons)
5527,Slovenia,1779,,CO2 Emissions (Metric Tons)
5528,Solomon Islands,1779,,CO2 Emissions (Metric Tons)
5529,Somalia,1779,,CO2 Emissions (Metric Tons)
5530,South Africa,1779,,CO2 Emissions (Metric Tons)
5531,South Korea,1779,,CO2 Emissions (Metric Tons)
5532,South Sudan,1779,,CO2 Emissions (Metric Tons)
5533,Spain,1779,,CO2 Emissions (Metric Tons)
5534,Sri Lanka,1779,,CO2 Emissions (Metric Tons)
5535,St. Kitts and Nevis,1779,,CO2 Emissions (Metric Tons)
5536,St. Lucia,1779,,CO2 Emissions (Metric Tons)
5537,St. Vincent and the Grenadines,1779,,CO2 Emissions (Metric Tons)
5538,Sudan,1779,,CO2 Emissions (Metric Tons)
5539,Suriname,1779,,CO2 Emissions (Metric Tons)
5540,Swaziland,1779,,CO2 Emissions (Metric Tons)
5541,Sweden,1779,,CO2 Emissions (Metric Tons)
5542,Switzerland,1779,,CO2 Emissions (Metric Tons)
5543,Syria,1779,,CO2 Emissions (Metric Tons)
5544,Tajikistan,1779,,CO2 Emissions (Metric Tons)
5545,Tanzania,1779,,CO2 Emissions (Metric Tons)
5546,Thailand,1779,,CO2 Emissions (Metric Tons)
5547,Timor-Leste,1779,,CO2 Emissions (Metric Tons)
5548,Togo,1779,,CO2 Emissions (Metric Tons)
5549,Tonga,1779,,CO2 Emissions (Metric Tons)
5550,Trinidad and Tobago,1779,,CO2 Emissions (Metric Tons)
5551,Tunisia,1779,,CO2 Emissions (Metric Tons)
5552,Turkey,1779,,CO2 Emissions (Metric Tons)
5553,Turkmenistan,1779,,CO2 Emissions (Metric Tons)
5554,Tuvalu,1779,,CO2 Emissions (Metric Tons)
5555,Uganda,1779,,CO2 Emissions (Metric Tons)
5556,Ukraine,1779,,CO2 Emissions (Metric Tons)
5557,United Arab Emirates,1779,,CO2 Emissions (Metric Tons)
5558,United Kingdom,1779,15100.0,CO2 Emissions (Metric Tons)
5559,United States,1779,,CO2 Emissions (Metric Tons)
5560,Uruguay,1779,,CO2 Emissions (Metric Tons)
5561,Uzbekistan,1779,,CO2 Emissions (Metric Tons)
5562,Vanuatu,1779,,CO2 Emissions (Metric Tons)
5563,Venezuela,1779,,CO2 Emissions (Metric Tons)
5564,Vietnam,1779,,CO2 Emissions (Metric Tons)
5565,Yemen,1779,,CO2 Emissions (Metric Tons)
5566,Zambia,1779,,CO2 Emissions (Metric Tons)
5567,Zimbabwe,1779,,CO2 Emissions (Metric Tons)
5568,Afghanistan,1780,,CO2 Emissions (Metric Tons)
5569,Albania,1780,,CO2 Emissions (Metric Tons)
5570,Algeria,1780,,CO2 Emissions (Metric Tons)
5571,Andorra,1780,,CO2 Emissions (Metric Tons)
5572,Angola,1780,,CO2 Emissions (Metric Tons)
5573,Antigua and Barbuda,1780,,CO2 Emissions (Metric Tons)
5574,Argentina,1780,,CO2 Emissions (Metric Tons)
5575,Armenia,1780,,CO2 Emissions (Metric Tons)
5576,Australia,1780,,CO2 Emissions (Metric Tons)
5577,Austria,1780,,CO2 Emissions (Metric Tons)
5578,Azerbaijan,1780,,CO2 Emissions (Metric Tons)
5579,Bahamas,1780,,CO2 Emissions (Metric Tons)
5580,Bahrain,1780,,CO2 Emissions (Metric Tons)
5581,Bangladesh,1780,,CO2 Emissions (Metric Tons)
5582,Barbados,1780,,CO2 Emissions (Metric Tons)
5583,Belarus,1780,,CO2 Emissions (Metric Tons)
5584,Belgium,1780,,CO2 Emissions (Metric Tons)
5585,Belize,1780,,CO2 Emissions (Metric Tons)
5586,Benin,1780,,CO2 Emissions (Metric Tons)
5587,Bhutan,1780,,CO2 Emissions (Metric Tons)
5588,Bolivia,1780,,CO2 Emissions (Metric Tons)
5589,Bosnia and Herzegovina,1780,,CO2 Emissions (Metric Tons)
5590,Botswana,1780,,CO2 Emissions (Metric Tons)
5591,Brazil,1780,,CO2 Emissions (Metric Tons)
5592,Brunei,1780,,CO2 Emissions (Metric Tons)
5593,Bulgaria,1780,,CO2 Emissions (Metric Tons)
5594,Burkina Faso,1780,,CO2 Emissions (Metric Tons)
5595,Burundi,1780,,CO2 Emissions (Metric Tons)
5596,Cambodia,1780,,CO2 Emissions (Metric Tons)
5597,Cameroon,1780,,CO2 Emissions (Metric Tons)
5598,Canada,1780,,CO2 Emissions (Metric Tons)
5599,Cape Verde,1780,,CO2 Emissions (Metric Tons)
5600,Central African Republic,1780,,CO2 Emissions (Metric Tons)
5601,Chad,1780,,CO2 Emissions (Metric Tons)
5602,Chile,1780,,CO2 Emissions (Metric Tons)
5603,China,1780,,CO2 Emissions (Metric Tons)
5604,Colombia,1780,,CO2 Emissions (Metric Tons)
5605,Comoros,1780,,CO2 Emissions (Metric Tons)
5606,"Congo, Dem. Rep.",1780,,CO2 Emissions (Metric Tons)
5607,"Congo, Rep.",1780,,CO2 Emissions (Metric Tons)
5608,Costa Rica,1780,,CO2 Emissions (Metric Tons)
5609,Cote d'Ivoire,1780,,CO2 Emissions (Metric Tons)
5610,Croatia,1780,,CO2 Emissions (Metric Tons)
5611,Cuba,1780,,CO2 Emissions (Metric Tons)
5612,Cyprus,1780,,CO2 Emissions (Metric Tons)
5613,Czech Republic,1780,,CO2 Emissions (Metric Tons)
5614,Denmark,1780,,CO2 Emissions (Metric Tons)
5615,Djibouti,1780,,CO2 Emissions (Metric Tons)
5616,Dominica,1780,,CO2 Emissions (Metric Tons)
5617,Dominican Republic,1780,,CO2 Emissions (Metric Tons)
5618,Ecuador,1780,,CO2 Emissions (Metric Tons)
5619,Egypt,1780,,CO2 Emissions (Metric Tons)
5620,El Salvador,1780,,CO2 Emissions (Metric Tons)
5621,Equatorial Guinea,1780,,CO2 Emissions (Metric Tons)
5622,Eritrea,1780,,CO2 Emissions (Metric Tons)
5623,Estonia,1780,,CO2 Emissions (Metric Tons)
5624,Ethiopia,1780,,CO2 Emissions (Metric Tons)
5625,Fiji,1780,,CO2 Emissions (Metric Tons)
5626,Finland,1780,,CO2 Emissions (Metric Tons)
5627,France,1780,,CO2 Emissions (Metric Tons)
5628,Gabon,1780,,CO2 Emissions (Metric Tons)
5629,Gambia,1780,,CO2 Emissions (Metric Tons)
5630,Georgia,1780,,CO2 Emissions (Metric Tons)
5631,Germany,1780,,CO2 Emissions (Metric Tons)
5632,Ghana,1780,,CO2 Emissions (Metric Tons)
5633,Greece,1780,,CO2 Emissions (Metric Tons)
5634,Grenada,1780,,CO2 Emissions (Metric Tons)
5635,Guatemala,1780,,CO2 Emissions (Metric Tons)
5636,Guinea,1780,,CO2 Emissions (Metric Tons)
5637,Guinea-Bissau,1780,,CO2 Emissions (Metric Tons)
5638,Guyana,1780,,CO2 Emissions (Metric Tons)
5639,Haiti,1780,,CO2 Emissions (Metric Tons)
5640,Honduras,1780,,CO2 Emissions (Metric Tons)
5641,Hungary,1780,,CO2 Emissions (Metric Tons)
5642,Iceland,1780,,CO2 Emissions (Metric Tons)
5643,India,1780,,CO2 Emissions (Metric Tons)
5644,Indonesia,1780,,CO2 Emissions (Metric Tons)
5645,Iran,1780,,CO2 Emissions (Metric Tons)
5646,Iraq,1780,,CO2 Emissions (Metric Tons)
5647,Ireland,1780,,CO2 Emissions (Metric Tons)
5648,Israel,1780,,CO2 Emissions (Metric Tons)
5649,Italy,1780,,CO2 Emissions (Metric Tons)
5650,Jamaica,1780,,CO2 Emissions (Metric Tons)
5651,Japan,1780,,CO2 Emissions (Metric Tons)
5652,Jordan,1780,,CO2 Emissions (Metric Tons)
5653,Kazakhstan,1780,,CO2 Emissions (Metric Tons)
5654,Kenya,1780,,CO2 Emissions (Metric Tons)
5655,Kiribati,1780,,CO2 Emissions (Metric Tons)
5656,Kuwait,1780,,CO2 Emissions (Metric Tons)
5657,Kyrgyz Republic,1780,,CO2 Emissions (Metric Tons)
5658,Lao,1780,,CO2 Emissions (Metric Tons)
5659,Latvia,1780,,CO2 Emissions (Metric Tons)
5660,Lebanon,1780,,CO2 Emissions (Metric Tons)
5661,Lesotho,1780,,CO2 Emissions (Metric Tons)
5662,Liberia,1780,,CO2 Emissions (Metric Tons)
5663,Libya,1780,,CO2 Emissions (Metric Tons)
5664,Liechtenstein,1780,,CO2 Emissions (Metric Tons)
5665,Lithuania,1780,,CO2 Emissions (Metric Tons)
5666,Luxembourg,1780,,CO2 Emissions (Metric Tons)
5667,"Macedonia, FYR",1780,,CO2 Emissions (Metric Tons)
5668,Madagascar,1780,,CO2 Emissions (Metric Tons)
5669,Malawi,1780,,CO2 Emissions (Metric Tons)
5670,Malaysia,1780,,CO2 Emissions (Metric Tons)
5671,Maldives,1780,,CO2 Emissions (Metric Tons)
5672,Mali,1780,,CO2 Emissions (Metric Tons)
5673,Malta,1780,,CO2 Emissions (Metric Tons)
5674,Marshall Islands,1780,,CO2 Emissions (Metric Tons)
5675,Mauritania,1780,,CO2 Emissions (Metric Tons)
5676,Mauritius,1780,,CO2 Emissions (Metric Tons)
5677,Mexico,1780,,CO2 Emissions (Metric Tons)
5678,"Micronesia, Fed. Sts.",1780,,CO2 Emissions (Metric Tons)
5679,Moldova,1780,,CO2 Emissions (Metric Tons)
5680,Mongolia,1780,,CO2 Emissions (Metric Tons)
5681,Montenegro,1780,,CO2 Emissions (Metric Tons)
5682,Morocco,1780,,CO2 Emissions (Metric Tons)
5683,Mozambique,1780,,CO2 Emissions (Metric Tons)
5684,Myanmar,1780,,CO2 Emissions (Metric Tons)
5685,Namibia,1780,,CO2 Emissions (Metric Tons)
5686,Nauru,1780,,CO2 Emissions (Metric Tons)
5687,Nepal,1780,,CO2 Emissions (Metric Tons)
5688,Netherlands,1780,,CO2 Emissions (Metric Tons)
5689,New Zealand,1780,,CO2 Emissions (Metric Tons)
5690,Nicaragua,1780,,CO2 Emissions (Metric Tons)
5691,Niger,1780,,CO2 Emissions (Metric Tons)
5692,Nigeria,1780,,CO2 Emissions (Metric Tons)
5693,North Korea,1780,,CO2 Emissions (Metric Tons)
5694,Norway,1780,,CO2 Emissions (Metric Tons)
5695,Oman,1780,,CO2 Emissions (Metric Tons)
5696,Pakistan,1780,,CO2 Emissions (Metric Tons)
5697,Palau,1780,,CO2 Emissions (Metric Tons)
5698,Palestine,1780,,CO2 Emissions (Metric Tons)
5699,Panama,1780,,CO2 Emissions (Metric Tons)
5700,Papua New Guinea,1780,,CO2 Emissions (Metric Tons)
5701,Paraguay,1780,,CO2 Emissions (Metric Tons)
5702,Peru,1780,,CO2 Emissions (Metric Tons)
5703,Philippines,1780,,CO2 Emissions (Metric Tons)
5704,Poland,1780,,CO2 Emissions (Metric Tons)
5705,Portugal,1780,,CO2 Emissions (Metric Tons)
5706,Qatar,1780,,CO2 Emissions (Metric Tons)
5707,Romania,1780,,CO2 Emissions (Metric Tons)
5708,Russia,1780,,CO2 Emissions (Metric Tons)
5709,Rwanda,1780,,CO2 Emissions (Metric Tons)
5710,Samoa,1780,,CO2 Emissions (Metric Tons)
5711,Sao Tome and Principe,1780,,CO2 Emissions (Metric Tons)
5712,Saudi Arabia,1780,,CO2 Emissions (Metric Tons)
5713,Senegal,1780,,CO2 Emissions (Metric Tons)
5714,Serbia,1780,,CO2 Emissions (Metric Tons)
5715,Seychelles,1780,,CO2 Emissions (Metric Tons)
5716,Sierra Leone,1780,,CO2 Emissions (Metric Tons)
5717,Singapore,1780,,CO2 Emissions (Metric Tons)
5718,Slovak Republic,1780,,CO2 Emissions (Metric Tons)
5719,Slovenia,1780,,CO2 Emissions (Metric Tons)
5720,Solomon Islands,1780,,CO2 Emissions (Metric Tons)
5721,Somalia,1780,,CO2 Emissions (Metric Tons)
5722,South Africa,1780,,CO2 Emissions (Metric Tons)
5723,South Korea,1780,,CO2 Emissions (Metric Tons)
5724,South Sudan,1780,,CO2 Emissions (Metric Tons)
5725,Spain,1780,,CO2 Emissions (Metric Tons)
5726,Sri Lanka,1780,,CO2 Emissions (Metric Tons)
5727,St. Kitts and Nevis,1780,,CO2 Emissions (Metric Tons)
5728,St. Lucia,1780,,CO2 Emissions (Metric Tons)
5729,St. Vincent and the Grenadines,1780,,CO2 Emissions (Metric Tons)
5730,Sudan,1780,,CO2 Emissions (Metric Tons)
5731,Suriname,1780,,CO2 Emissions (Metric Tons)
5732,Swaziland,1780,,CO2 Emissions (Metric Tons)
5733,Sweden,1780,,CO2 Emissions (Metric Tons)
5734,Switzerland,1780,,CO2 Emissions (Metric Tons)
5735,Syria,1780,,CO2 Emissions (Metric Tons)
5736,Tajikistan,1780,,CO2 Emissions (Metric Tons)
5737,Tanzania,1780,,CO2 Emissions (Metric Tons)
5738,Thailand,1780,,CO2 Emissions (Metric Tons)
5739,Timor-Leste,1780,,CO2 Emissions (Metric Tons)
5740,Togo,1780,,CO2 Emissions (Metric Tons)
5741,Tonga,1780,,CO2 Emissions (Metric Tons)
5742,Trinidad and Tobago,1780,,CO2 Emissions (Metric Tons)
5743,Tunisia,1780,,CO2 Emissions (Metric Tons)
5744,Turkey,1780,,CO2 Emissions (Metric Tons)
5745,Turkmenistan,1780,,CO2 Emissions (Metric Tons)
5746,Tuvalu,1780,,CO2 Emissions (Metric Tons)
5747,Uganda,1780,,CO2 Emissions (Metric Tons)
5748,Ukraine,1780,,CO2 Emissions (Metric Tons)
5749,United Arab Emirates,1780,,CO2 Emissions (Metric Tons)
5750,United Kingdom,1780,15100.0,CO2 Emissions (Metric Tons)
5751,United States,1780,,CO2 Emissions (Metric Tons)
5752,Uruguay,1780,,CO2 Emissions (Metric Tons)
5753,Uzbekistan,1780,,CO2 Emissions (Metric Tons)
5754,Vanuatu,1780,,CO2 Emissions (Metric Tons)
5755,Venezuela,1780,,CO2 Emissions (Metric Tons)
5756,Vietnam,1780,,CO2 Emissions (Metric Tons)
5757,Yemen,1780,,CO2 Emissions (Metric Tons)
5758,Zambia,1780,,CO2 Emissions (Metric Tons)
5759,Zimbabwe,1780,,CO2 Emissions (Metric Tons)
5760,Afghanistan,1781,,CO2 Emissions (Metric Tons)
5761,Albania,1781,,CO2 Emissions (Metric Tons)
5762,Algeria,1781,,CO2 Emissions (Metric Tons)
5763,Andorra,1781,,CO2 Emissions (Metric Tons)
5764,Angola,1781,,CO2 Emissions (Metric Tons)
5765,Antigua and Barbuda,1781,,CO2 Emissions (Metric Tons)
5766,Argentina,1781,,CO2 Emissions (Metric Tons)
5767,Armenia,1781,,CO2 Emissions (Metric Tons)
5768,Australia,1781,,CO2 Emissions (Metric Tons)
5769,Austria,1781,,CO2 Emissions (Metric Tons)
5770,Azerbaijan,1781,,CO2 Emissions (Metric Tons)
5771,Bahamas,1781,,CO2 Emissions (Metric Tons)
5772,Bahrain,1781,,CO2 Emissions (Metric Tons)
5773,Bangladesh,1781,,CO2 Emissions (Metric Tons)
5774,Barbados,1781,,CO2 Emissions (Metric Tons)
5775,Belarus,1781,,CO2 Emissions (Metric Tons)
5776,Belgium,1781,,CO2 Emissions (Metric Tons)
5777,Belize,1781,,CO2 Emissions (Metric Tons)
5778,Benin,1781,,CO2 Emissions (Metric Tons)
5779,Bhutan,1781,,CO2 Emissions (Metric Tons)
5780,Bolivia,1781,,CO2 Emissions (Metric Tons)
5781,Bosnia and Herzegovina,1781,,CO2 Emissions (Metric Tons)
5782,Botswana,1781,,CO2 Emissions (Metric Tons)
5783,Brazil,1781,,CO2 Emissions (Metric Tons)
5784,Brunei,1781,,CO2 Emissions (Metric Tons)
5785,Bulgaria,1781,,CO2 Emissions (Metric Tons)
5786,Burkina Faso,1781,,CO2 Emissions (Metric Tons)
5787,Burundi,1781,,CO2 Emissions (Metric Tons)
5788,Cambodia,1781,,CO2 Emissions (Metric Tons)
5789,Cameroon,1781,,CO2 Emissions (Metric Tons)
5790,Canada,1781,,CO2 Emissions (Metric Tons)
5791,Cape Verde,1781,,CO2 Emissions (Metric Tons)
5792,Central African Republic,1781,,CO2 Emissions (Metric Tons)
5793,Chad,1781,,CO2 Emissions (Metric Tons)
5794,Chile,1781,,CO2 Emissions (Metric Tons)
5795,China,1781,,CO2 Emissions (Metric Tons)
5796,Colombia,1781,,CO2 Emissions (Metric Tons)
5797,Comoros,1781,,CO2 Emissions (Metric Tons)
5798,"Congo, Dem. Rep.",1781,,CO2 Emissions (Metric Tons)
5799,"Congo, Rep.",1781,,CO2 Emissions (Metric Tons)
5800,Costa Rica,1781,,CO2 Emissions (Metric Tons)
5801,Cote d'Ivoire,1781,,CO2 Emissions (Metric Tons)
5802,Croatia,1781,,CO2 Emissions (Metric Tons)
5803,Cuba,1781,,CO2 Emissions (Metric Tons)
5804,Cyprus,1781,,CO2 Emissions (Metric Tons)
5805,Czech Republic,1781,,CO2 Emissions (Metric Tons)
5806,Denmark,1781,,CO2 Emissions (Metric Tons)
5807,Djibouti,1781,,CO2 Emissions (Metric Tons)
5808,Dominica,1781,,CO2 Emissions (Metric Tons)
5809,Dominican Republic,1781,,CO2 Emissions (Metric Tons)
5810,Ecuador,1781,,CO2 Emissions (Metric Tons)
5811,Egypt,1781,,CO2 Emissions (Metric Tons)
5812,El Salvador,1781,,CO2 Emissions (Metric Tons)
5813,Equatorial Guinea,1781,,CO2 Emissions (Metric Tons)
5814,Eritrea,1781,,CO2 Emissions (Metric Tons)
5815,Estonia,1781,,CO2 Emissions (Metric Tons)
5816,Ethiopia,1781,,CO2 Emissions (Metric Tons)
5817,Fiji,1781,,CO2 Emissions (Metric Tons)
5818,Finland,1781,,CO2 Emissions (Metric Tons)
5819,France,1781,,CO2 Emissions (Metric Tons)
5820,Gabon,1781,,CO2 Emissions (Metric Tons)
5821,Gambia,1781,,CO2 Emissions (Metric Tons)
5822,Georgia,1781,,CO2 Emissions (Metric Tons)
5823,Germany,1781,,CO2 Emissions (Metric Tons)
5824,Ghana,1781,,CO2 Emissions (Metric Tons)
5825,Greece,1781,,CO2 Emissions (Metric Tons)
5826,Grenada,1781,,CO2 Emissions (Metric Tons)
5827,Guatemala,1781,,CO2 Emissions (Metric Tons)
5828,Guinea,1781,,CO2 Emissions (Metric Tons)
5829,Guinea-Bissau,1781,,CO2 Emissions (Metric Tons)
5830,Guyana,1781,,CO2 Emissions (Metric Tons)
5831,Haiti,1781,,CO2 Emissions (Metric Tons)
5832,Honduras,1781,,CO2 Emissions (Metric Tons)
5833,Hungary,1781,,CO2 Emissions (Metric Tons)
5834,Iceland,1781,,CO2 Emissions (Metric Tons)
5835,India,1781,,CO2 Emissions (Metric Tons)
5836,Indonesia,1781,,CO2 Emissions (Metric Tons)
5837,Iran,1781,,CO2 Emissions (Metric Tons)
5838,Iraq,1781,,CO2 Emissions (Metric Tons)
5839,Ireland,1781,,CO2 Emissions (Metric Tons)
5840,Israel,1781,,CO2 Emissions (Metric Tons)
5841,Italy,1781,,CO2 Emissions (Metric Tons)
5842,Jamaica,1781,,CO2 Emissions (Metric Tons)
5843,Japan,1781,,CO2 Emissions (Metric Tons)
5844,Jordan,1781,,CO2 Emissions (Metric Tons)
5845,Kazakhstan,1781,,CO2 Emissions (Metric Tons)
5846,Kenya,1781,,CO2 Emissions (Metric Tons)
5847,Kiribati,1781,,CO2 Emissions (Metric Tons)
5848,Kuwait,1781,,CO2 Emissions (Metric Tons)
5849,Kyrgyz Republic,1781,,CO2 Emissions (Metric Tons)
5850,Lao,1781,,CO2 Emissions (Metric Tons)
5851,Latvia,1781,,CO2 Emissions (Metric Tons)
5852,Lebanon,1781,,CO2 Emissions (Metric Tons)
5853,Lesotho,1781,,CO2 Emissions (Metric Tons)
5854,Liberia,1781,,CO2 Emissions (Metric Tons)
5855,Libya,1781,,CO2 Emissions (Metric Tons)
5856,Liechtenstein,1781,,CO2 Emissions (Metric Tons)
5857,Lithuania,1781,,CO2 Emissions (Metric Tons)
5858,Luxembourg,1781,,CO2 Emissions (Metric Tons)
5859,"Macedonia, FYR",1781,,CO2 Emissions (Metric Tons)
5860,Madagascar,1781,,CO2 Emissions (Metric Tons)
5861,Malawi,1781,,CO2 Emissions (Metric Tons)
5862,Malaysia,1781,,CO2 Emissions (Metric Tons)
5863,Maldives,1781,,CO2 Emissions (Metric Tons)
5864,Mali,1781,,CO2 Emissions (Metric Tons)
5865,Malta,1781,,CO2 Emissions (Metric Tons)
5866,Marshall Islands,1781,,CO2 Emissions (Metric Tons)
5867,Mauritania,1781,,CO2 Emissions (Metric Tons)
5868,Mauritius,1781,,CO2 Emissions (Metric Tons)
5869,Mexico,1781,,CO2 Emissions (Metric Tons)
5870,"Micronesia, Fed. Sts.",1781,,CO2 Emissions (Metric Tons)
5871,Moldova,1781,,CO2 Emissions (Metric Tons)
5872,Mongolia,1781,,CO2 Emissions (Metric Tons)
5873,Montenegro,1781,,CO2 Emissions (Metric Tons)
5874,Morocco,1781,,CO2 Emissions (Metric Tons)
5875,Mozambique,1781,,CO2 Emissions (Metric Tons)
5876,Myanmar,1781,,CO2 Emissions (Metric Tons)
5877,Namibia,1781,,CO2 Emissions (Metric Tons)
5878,Nauru,1781,,CO2 Emissions (Metric Tons)
5879,Nepal,1781,,CO2 Emissions (Metric Tons)
5880,Netherlands,1781,,CO2 Emissions (Metric Tons)
5881,New Zealand,1781,,CO2 Emissions (Metric Tons)
5882,Nicaragua,1781,,CO2 Emissions (Metric Tons)
5883,Niger,1781,,CO2 Emissions (Metric Tons)
5884,Nigeria,1781,,CO2 Emissions (Metric Tons)
5885,North Korea,1781,,CO2 Emissions (Metric Tons)
5886,Norway,1781,,CO2 Emissions (Metric Tons)
5887,Oman,1781,,CO2 Emissions (Metric Tons)
5888,Pakistan,1781,,CO2 Emissions (Metric Tons)
5889,Palau,1781,,CO2 Emissions (Metric Tons)
5890,Palestine,1781,,CO2 Emissions (Metric Tons)
5891,Panama,1781,,CO2 Emissions (Metric Tons)
5892,Papua New Guinea,1781,,CO2 Emissions (Metric Tons)
5893,Paraguay,1781,,CO2 Emissions (Metric Tons)
5894,Peru,1781,,CO2 Emissions (Metric Tons)
5895,Philippines,1781,,CO2 Emissions (Metric Tons)
5896,Poland,1781,,CO2 Emissions (Metric Tons)
5897,Portugal,1781,,CO2 Emissions (Metric Tons)
5898,Qatar,1781,,CO2 Emissions (Metric Tons)
5899,Romania,1781,,CO2 Emissions (Metric Tons)
5900,Russia,1781,,CO2 Emissions (Metric Tons)
5901,Rwanda,1781,,CO2 Emissions (Metric Tons)
5902,Samoa,1781,,CO2 Emissions (Metric Tons)
5903,Sao Tome and Principe,1781,,CO2 Emissions (Metric Tons)
5904,Saudi Arabia,1781,,CO2 Emissions (Metric Tons)
5905,Senegal,1781,,CO2 Emissions (Metric Tons)
5906,Serbia,1781,,CO2 Emissions (Metric Tons)
5907,Seychelles,1781,,CO2 Emissions (Metric Tons)
5908,Sierra Leone,1781,,CO2 Emissions (Metric Tons)
5909,Singapore,1781,,CO2 Emissions (Metric Tons)
5910,Slovak Republic,1781,,CO2 Emissions (Metric Tons)
5911,Slovenia,1781,,CO2 Emissions (Metric Tons)
5912,Solomon Islands,1781,,CO2 Emissions (Metric Tons)
5913,Somalia,1781,,CO2 Emissions (Metric Tons)
5914,South Africa,1781,,CO2 Emissions (Metric Tons)
5915,South Korea,1781,,CO2 Emissions (Metric Tons)
5916,South Sudan,1781,,CO2 Emissions (Metric Tons)
5917,Spain,1781,,CO2 Emissions (Metric Tons)
5918,Sri Lanka,1781,,CO2 Emissions (Metric Tons)
5919,St. Kitts and Nevis,1781,,CO2 Emissions (Metric Tons)
5920,St. Lucia,1781,,CO2 Emissions (Metric Tons)
5921,St. Vincent and the Grenadines,1781,,CO2 Emissions (Metric Tons)
5922,Sudan,1781,,CO2 Emissions (Metric Tons)
5923,Suriname,1781,,CO2 Emissions (Metric Tons)
5924,Swaziland,1781,,CO2 Emissions (Metric Tons)
5925,Sweden,1781,,CO2 Emissions (Metric Tons)
5926,Switzerland,1781,,CO2 Emissions (Metric Tons)
5927,Syria,1781,,CO2 Emissions (Metric Tons)
5928,Tajikistan,1781,,CO2 Emissions (Metric Tons)
5929,Tanzania,1781,,CO2 Emissions (Metric Tons)
5930,Thailand,1781,,CO2 Emissions (Metric Tons)
5931,Timor-Leste,1781,,CO2 Emissions (Metric Tons)
5932,Togo,1781,,CO2 Emissions (Metric Tons)
5933,Tonga,1781,,CO2 Emissions (Metric Tons)
